sq_map_id,scale_id,question_id,display_order,created_at
KPS/2026/KPS/003,KPS/2026,KPS/003,3,2026-09-04 00:00:00+00
MADRS/2026/MADRS/001,MADRS/2026,MADRS/001,1,2026-09-04 00:00:00+00
MADRS/2026/MADRS/002,MADRS/2026,MADRS/002,2,2026-09-04 00:00:00+00
MADRS/2026/MADRS/003,MADRS/2026,MADRS/003,3,2026-09-04 00:00:00+00
MADRS/2026/MADRS/004,MADRS/2026,MADRS/004,4,2026-09-04 00:00:00+00
MADRS/2026/MADRS/005,MADRS/2026,MADRS/005,5,2026-09-04 00:00:00+00
MADRS/2026/MADRS/006,MADRS/2026,MADRS/006,6,2026-09-04 00:00:00+00
MADRS/2026/MADRS/007,MADRS/2026,MADRS/007,7,2026-09-04 00:00:00+00
MADRS/2026/MADRS/008,MADRS/2026,MADRS/008,8,2026-09-04 00:00:00+00
MADRS/2026/MADRS/009,MADRS/2026,MADRS/009,9,2026-09-04 00:00:00+00
MADRS/2026/MADRS/010,MADRS/2026,MADRS/010,10,2026-09-04 00:00:00+00
MAS/2026/MAS/001,MAS/2026,MAS/001,1,2026-09-04 00:00:00+00
MFIS/2026/MFIS/001,MFIS/2026,MFIS/001,1,2026-09-04 00:00:00+00
MFIS/2026/MFIS/002,MFIS/2026,MFIS/002,2,2026-09-04 00:00:00+00
MFIS/2026/MFIS/003,MFIS/2026,MFIS/003,3,2026-09-04 00:00:00+00
MFIS/2026/MFIS/004,MFIS/2026,MFIS/004,4,2026-09-04 00:00:00+00
MFIS/2026/MFIS/005,MFIS/2026,MFIS/005,5,2026-09-04 00:00:00+00
MFIS/2026/MFIS/006,MFIS/2026,MFIS/006,6,2026-09-04 00:00:00+00
MFIS/2026/MFIS/007,MFIS/2026,MFIS/007,7,2026-09-04 00:00:00+00
MFIS/2026/MFIS/008,MFIS/2026,MFIS/008,8,2026-09-04 00:00:00+00
MFIS/2026/MFIS/009,MFIS/2026,MFIS/009,9,2026-09-04 00:00:00+00
MFIS/2026/MFIS/010,MFIS/2026,MFIS/010,10,2026-09-04 00:00:00+00
MFIS/2026/MFIS/011,MFIS/2026,MFIS/011,11,2026-09-04 00:00:00+00
MFIS/2026/MFIS/012,MFIS/2026,MFIS/012,12,2026-09-04 00:00:00+00
MFIS/2026/MFIS/013,MFIS/2026,MFIS/013,13,2026-09-04 00:00:00+00
MFIS/2026/MFIS/014,MFIS/2026,MFIS/014,14,2026-09-04 00:00:00+00
MFIS/2026/MFIS/015,MFIS/2026,MFIS/015,15,2026-09-04 00:00:00+00
MFIS/2026/MFIS/016,MFIS/2026,MFIS/016,16,2026-09-04 00:00:00+00
MFIS/2026/MFIS/017,MFIS/2026,MFIS/017,17,2026-09-04 00:00:00+00
MFIS/2026/MFIS/018,MFIS/2026,MFIS/018,18,2026-09-04 00:00:00+00
MFIS/2026/MFIS/019,MFIS/2026,MFIS/019,19,2026-09-04 00:00:00+00
MFIS/2026/MFIS/020,MFIS/2026,MFIS/020,20,2026-09-04 00:00:00+00
MFIS/2026/MFIS/021,MFIS/2026,MFIS/021,21,2026-09-04 00:00:00+00
MIDAS/2026/MIDAS/001,MIDAS/2026,MIDAS/001,1,2026-09-04 00:00:00+00
MIDAS/2026/MIDAS/002,MIDAS/2026,MIDAS/002,2,2026-09-04 00:00:00+00
MIDAS/2026/MIDAS/003,MIDAS/2026,MIDAS/003,3,2026-09-04 00:00:00+00
MIDAS/2026/MIDAS/004,MIDAS/2026,MIDAS/004,4,2026-09-04 00:00:00+00
MIDAS/2026/MIDAS/005,MIDAS/2026,MIDAS/005,5,2026-09-04 00:00:00+00
MoCA/2026/MoCA/001,MoCA/2026,MoCA/001,1,2026-09-04 00:00:00+00
MRC/2026/MRC/001,MRC/2026,MRC/001,1,2026-09-04 00:00:00+00
MRC/2026/MRC/002,MRC/2026,MRC/002,2,2026-09-04 00:00:00+00
MRC/2026/MRC/003,MRC/2026,MRC/003,3,2026-09-04 00:00:00+00
MRC/2026/MRC/004,MRC/2026,MRC/004,4,2026-09-04 00:00:00+00
MRC/2026/MRC/005,MRC/2026,MRC/005,5,2026-09-04 00:00:00+00
MRC/2026/MRC/006,MRC/2026,MRC/006,6,2026-09-04 00:00:00+00
MRC/2026/MRC/007,MRC/2026,MRC/007,7,2026-09-04 00:00:00+00
MRC/2026/MRC/008,MRC/2026,MRC/008,8,2026-09-04 00:00:00+00
MRC/2026/MRC/009,MRC/2026,MRC/009,9,2026-09-04 00:00:00+00
MRC/2026/MRC/010,MRC/2026,MRC/010,10,2026-09-04 00:00:00+00
MRC/2026/MRC/011,MRC/2026,MRC/011,11,2026-09-04 00:00:00+00
MRC/2026/MRC/012,MRC/2026,MRC/012,12,2026-09-04 00:00:00+00
MSQ/2026/MSQ/001,MSQ/2026,MSQ/001,1,2026-09-04 00:00:00+00
MSQ/2026/MSQ/002,MSQ/2026,MSQ/002,2,2026-09-04 00:00:00+00
MSQ/2026/MSQ/003,MSQ/2026,MSQ/003,3,2026-09-04 00:00:00+00
MSQ/2026/MSQ/004,MSQ/2026,MSQ/004,4,2026-09-04 00:00:00+00
MSQ/2026/MSQ/005,MSQ/2026,MSQ/005,5,2026-09-04 00:00:00+00
MSQ/2026/MSQ/006,MSQ/2026,MSQ/006,6,2026-09-04 00:00:00+00
MSQ/2026/MSQ/007,MSQ/2026,MSQ/007,7,2026-09-04 00:00:00+00
MSQ/2026/MSQ/008,MSQ/2026,MSQ/008,8,2026-09-04 00:00:00+00
MSQ/2026/MSQ/009,MSQ/2026,MSQ/009,9,2026-09-04 00:00:00+00
MSQ/2026/MSQ/010,MSQ/2026,MSQ/010,10,2026-09-04 00:00:00+00
MSQ/2026/MSQ/011,MSQ/2026,MSQ/011,11,2026-09-04 00:00:00+00
MSQ/2026/MSQ/012,MSQ/2026,MSQ/012,12,2026-09-04 00:00:00+00
MSQ/2026/MSQ/013,MSQ/2026,MSQ/013,13,2026-09-04 00:00:00+00
MSQ/2026/MSQ/014,MSQ/2026,MSQ/014,14,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/001,PainDETECT/2026,PainDETECT/001,1,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/002,PainDETECT/2026,PainDETECT/002,2,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/003,PainDETECT/2026,PainDETECT/003,3,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/004,PainDETECT/2026,PainDETECT/004,4,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/005,PainDETECT/2026,PainDETECT/005,5,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/006,PainDETECT/2026,PainDETECT/006,6,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/007,PainDETECT/2026,PainDETECT/007,7,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/008,PainDETECT/2026,PainDETECT/008,8,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/009,PainDETECT/2026,PainDETECT/009,9,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/010,PainDETECT/2026,PainDETECT/010,10,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/011,PainDETECT/2026,PainDETECT/011,11,2026-09-04 00:00:00+00
PainDETECT/2026/PainDETECT/012,PainDETECT/2026,PainDETECT/012,12,2026-09-04 00:00:00+00
PDSS/2026/PDSS/001,PDSS/2026,PDSS/001,1,2026-09-04 00:00:00+00
PDSS/2026/PDSS/002,PDSS/2026,PDSS/002,2,2026-09-04 00:00:00+00
PDSS/2026/PDSS/003,PDSS/2026,PDSS/003,3,2026-09-04 00:00:00+00
PDSS/2026/PDSS/004,PDSS/2026,PDSS/004,4,2026-09-04 00:00:00+00
PDSS/2026/PDSS/005,PDSS/2026,PDSS/005,5,2026-09-04 00:00:00+00
PDSS/2026/PDSS/006,PDSS/2026,PDSS/006,6,2026-09-04 00:00:00+00
PDSS/2026/PDSS/007,PDSS/2026,PDSS/007,7,2026-09-04 00:00:00+00
PDSS/2026/PDSS/008,PDSS/2026,PDSS/008,8,2026-09-04 00:00:00+00
PDSS/2026/PDSS/009,PDSS/2026,PDSS/009,9,2026-09-04 00:00:00+00
PDSS/2026/PDSS/010,PDSS/2026,PDSS/010,10,2026-09-04 00:00:00+00
PDSS/2026/PDSS/011,PDSS/2026,PDSS/011,11,2026-09-04 00:00:00+00
PDSS/2026/PDSS/012,PDSS/2026,PDSS/012,12,2026-09-04 00:00:00+00
PDSS/2026/PDSS/013,PDSS/2026,PDSS/013,13,2026-09-04 00:00:00+00
PDSS/2026/PDSS/014,PDSS/2026,PDSS/014,14,2026-09-04 00:00:00+00
PDSS/2026/PDSS/015,PDSS/2026,PDSS/015,15,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/001,PFS-16/2026,PFS-16/001,1,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/002,PFS-16/2026,PFS-16/002,2,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/003,PFS-16/2026,PFS-16/003,3,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/004,PFS-16/2026,PFS-16/004,4,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/005,PFS-16/2026,PFS-16/005,5,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/006,PFS-16/2026,PFS-16/006,6,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/007,PFS-16/2026,PFS-16/007,7,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/008,PFS-16/2026,PFS-16/008,8,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/009,PFS-16/2026,PFS-16/009,9,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/010,PFS-16/2026,PFS-16/010,10,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/011,PFS-16/2026,PFS-16/011,11,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/012,PFS-16/2026,PFS-16/012,12,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/013,PFS-16/2026,PFS-16/013,13,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/014,PFS-16/2026,PFS-16/014,14,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/015,PFS-16/2026,PFS-16/015,15,2026-09-04 00:00:00+00
PFS-16/2026/PFS-16/016,PFS-16/2026,PFS-16/016,16,2026-09-04 00:00:00+00
PRS/2026/PainRatingScale/001,PRS/2026,PainRatingScale/001,1,2026-09-04 00:00:00+00
PRS/2026/PainRatingScale/002,PRS/2026,PainRatingScale/002,2,2026-09-04 00:00:00+00
PRS/2026/PainRatingScale/003,PRS/2026,PainRatingScale/003,3,2026-09-04 00:00:00+00
PRS/2026/PainRatingScale/004,PRS/2026,PainRatingScale/004,4,2026-09-04 00:00:00+00
PSQI/2026/PSQI/001,PSQI/2026,PSQI/001,1,2026-09-04 00:00:00+00
PSQI/2026/PSQI/002,PSQI/2026,PSQI/002,2,2026-09-04 00:00:00+00
PSQI/2026/PSQI/003,PSQI/2026,PSQI/003,3,2026-09-04 00:00:00+00
PSQI/2026/PSQI/004,PSQI/2026,PSQI/004,4,2026-09-04 00:00:00+00
SARA/2026/SARA/001,SARA/2026,SARA/001,1,2026-09-04 00:00:00+00
SARA/2026/SARA/002,SARA/2026,SARA/002,2,2026-09-04 00:00:00+00
SARA/2026/SARA/003,SARA/2026,SARA/003,3,2026-09-04 00:00:00+00
SARA/2026/SARA/004,SARA/2026,SARA/004,4,2026-09-04 00:00:00+00
SARA/2026/SARA/005,SARA/2026,SARA/005,5,2026-09-04 00:00:00+00
SARA/2026/SARA/006,SARA/2026,SARA/006,6,2026-09-04 00:00:00+00
SARA/2026/SARA/007,SARA/2026,SARA/007,7,2026-09-04 00:00:00+00
SARA/2026/SARA/008,SARA/2026,SARA/008,8,2026-09-04 00:00:00+00
SARA/2026/SARA/009,SARA/2026,SARA/009,9,2026-09-04 00:00:00+00
SARA/2026/SARA/010,SARA/2026,SARA/010,10,2026-09-04 00:00:00+00
SARA/2026/SARA/011,SARA/2026,SARA/011,11,2026-09-04 00:00:00+00
SARA/2026/SARA/012,SARA/2026,SARA/012,12,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/001,SLEEP-50/2026,SLEEP-50/001,1,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/002,SLEEP-50/2026,SLEEP-50/002,2,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/003,SLEEP-50/2026,SLEEP-50/003,3,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/004,SLEEP-50/2026,SLEEP-50/004,4,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/005,SLEEP-50/2026,SLEEP-50/005,5,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/006,SLEEP-50/2026,SLEEP-50/006,6,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/007,SLEEP-50/2026,SLEEP-50/007,7,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/008,SLEEP-50/2026,SLEEP-50/008,8,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/009,SLEEP-50/2026,SLEEP-50/009,9,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/010,SLEEP-50/2026,SLEEP-50/010,10,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/011,SLEEP-50/2026,SLEEP-50/011,11,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/012,SLEEP-50/2026,SLEEP-50/012,12,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/013,SLEEP-50/2026,SLEEP-50/013,13,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/014,SLEEP-50/2026,SLEEP-50/014,14,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/015,SLEEP-50/2026,SLEEP-50/015,15,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/016,SLEEP-50/2026,SLEEP-50/016,16,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/017,SLEEP-50/2026,SLEEP-50/017,17,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/018,SLEEP-50/2026,SLEEP-50/018,18,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/019,SLEEP-50/2026,SLEEP-50/019,19,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/020,SLEEP-50/2026,SLEEP-50/020,20,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/021,SLEEP-50/2026,SLEEP-50/021,21,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/022,SLEEP-50/2026,SLEEP-50/022,22,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/023,SLEEP-50/2026,SLEEP-50/023,23,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/024,SLEEP-50/2026,SLEEP-50/024,24,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/025,SLEEP-50/2026,SLEEP-50/025,25,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/026,SLEEP-50/2026,SLEEP-50/026,26,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/027,SLEEP-50/2026,SLEEP-50/027,27,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/028,SLEEP-50/2026,SLEEP-50/028,28,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/029,SLEEP-50/2026,SLEEP-50/029,29,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/030,SLEEP-50/2026,SLEEP-50/030,30,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/031,SLEEP-50/2026,SLEEP-50/031,31,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/032,SLEEP-50/2026,SLEEP-50/032,32,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/033,SLEEP-50/2026,SLEEP-50/033,33,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/034,SLEEP-50/2026,SLEEP-50/034,34,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/035,SLEEP-50/2026,SLEEP-50/035,35,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/036,SLEEP-50/2026,SLEEP-50/036,36,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/037,SLEEP-50/2026,SLEEP-50/037,37,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/038,SLEEP-50/2026,SLEEP-50/038,38,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/039,SLEEP-50/2026,SLEEP-50/039,39,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/040,SLEEP-50/2026,SLEEP-50/040,40,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/041,SLEEP-50/2026,SLEEP-50/041,41,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/042,SLEEP-50/2026,SLEEP-50/042,42,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/043,SLEEP-50/2026,SLEEP-50/043,43,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/044,SLEEP-50/2026,SLEEP-50/044,44,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/045,SLEEP-50/2026,SLEEP-50/045,45,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/046,SLEEP-50/2026,SLEEP-50/046,46,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/047,SLEEP-50/2026,SLEEP-50/047,47,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/048,SLEEP-50/2026,SLEEP-50/048,48,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/049,SLEEP-50/2026,SLEEP-50/049,49,2026-09-04 00:00:00+00
SLEEP-50/2026/SLEEP-50/050,SLEEP-50/2026,SLEEP-50/050,50,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/001,SNAP-IV/2026,SNAP-IV/001,1,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/002,SNAP-IV/2026,SNAP-IV/002,2,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/003,SNAP-IV/2026,SNAP-IV/003,3,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/004,SNAP-IV/2026,SNAP-IV/004,4,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/005,SNAP-IV/2026,SNAP-IV/005,5,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/006,SNAP-IV/2026,SNAP-IV/006,6,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/007,SNAP-IV/2026,SNAP-IV/007,7,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/008,SNAP-IV/2026,SNAP-IV/008,8,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/009,SNAP-IV/2026,SNAP-IV/009,9,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/010,SNAP-IV/2026,SNAP-IV/010,10,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/011,SNAP-IV/2026,SNAP-IV/011,11,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/012,SNAP-IV/2026,SNAP-IV/012,12,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/013,SNAP-IV/2026,SNAP-IV/013,13,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/014,SNAP-IV/2026,SNAP-IV/014,14,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/015,SNAP-IV/2026,SNAP-IV/015,15,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/016,SNAP-IV/2026,SNAP-IV/016,16,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/017,SNAP-IV/2026,SNAP-IV/017,17,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/018,SNAP-IV/2026,SNAP-IV/018,18,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/019,SNAP-IV/2026,SNAP-IV/019,19,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/020,SNAP-IV/2026,SNAP-IV/020,20,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/021,SNAP-IV/2026,SNAP-IV/021,21,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/022,SNAP-IV/2026,SNAP-IV/022,22,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/023,SNAP-IV/2026,SNAP-IV/023,23,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/024,SNAP-IV/2026,SNAP-IV/024,24,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/025,SNAP-IV/2026,SNAP-IV/025,25,2026-09-04 00:00:00+00
SNAP-IV/2026/SNAP-IV/026,SNAP-IV/2026,SNAP-IV/026,26,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/001,SS-QOL/2026,SS-QOL/001,1,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/002,SS-QOL/2026,SS-QOL/002,2,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/003,SS-QOL/2026,SS-QOL/003,3,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/004,SS-QOL/2026,SS-QOL/004,4,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/005,SS-QOL/2026,SS-QOL/005,5,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/006,SS-QOL/2026,SS-QOL/006,6,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/007,SS-QOL/2026,SS-QOL/007,7,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/008,SS-QOL/2026,SS-QOL/008,8,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/009,SS-QOL/2026,SS-QOL/009,9,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/010,SS-QOL/2026,SS-QOL/010,10,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/011,SS-QOL/2026,SS-QOL/011,11,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/012,SS-QOL/2026,SS-QOL/012,12,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/013,SS-QOL/2026,SS-QOL/013,13,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/014,SS-QOL/2026,SS-QOL/014,14,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/015,SS-QOL/2026,SS-QOL/015,15,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/016,SS-QOL/2026,SS-QOL/016,16,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/017,SS-QOL/2026,SS-QOL/017,17,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/018,SS-QOL/2026,SS-QOL/018,18,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/019,SS-QOL/2026,SS-QOL/019,19,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/020,SS-QOL/2026,SS-QOL/020,20,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/021,SS-QOL/2026,SS-QOL/021,21,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/022,SS-QOL/2026,SS-QOL/022,22,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/023,SS-QOL/2026,SS-QOL/023,23,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/024,SS-QOL/2026,SS-QOL/024,24,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/025,SS-QOL/2026,SS-QOL/025,25,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/026,SS-QOL/2026,SS-QOL/026,26,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/027,SS-QOL/2026,SS-QOL/027,27,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/028,SS-QOL/2026,SS-QOL/028,28,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/029,SS-QOL/2026,SS-QOL/029,29,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/030,SS-QOL/2026,SS-QOL/030,30,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/031,SS-QOL/2026,SS-QOL/031,31,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/032,SS-QOL/2026,SS-QOL/032,32,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/033,SS-QOL/2026,SS-QOL/033,33,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/034,SS-QOL/2026,SS-QOL/034,34,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/035,SS-QOL/2026,SS-QOL/035,35,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/036,SS-QOL/2026,SS-QOL/036,36,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/037,SS-QOL/2026,SS-QOL/037,37,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/038,SS-QOL/2026,SS-QOL/038,38,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/039,SS-QOL/2026,SS-QOL/039,39,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/040,SS-QOL/2026,SS-QOL/040,40,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/041,SS-QOL/2026,SS-QOL/041,41,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/042,SS-QOL/2026,SS-QOL/042,42,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/043,SS-QOL/2026,SS-QOL/043,43,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/044,SS-QOL/2026,SS-QOL/044,44,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/045,SS-QOL/2026,SS-QOL/045,45,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/046,SS-QOL/2026,SS-QOL/046,46,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/047,SS-QOL/2026,SS-QOL/047,47,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/048,SS-QOL/2026,SS-QOL/048,48,2026-09-04 00:00:00+00
SS-QOL/2026/SS-QOL/049,SS-QOL/2026,SS-QOL/049,49,2026-09-04 00:00:00+00
THI/2026/THI/001,THI/2026,THI/001,1,2026-09-04 00:00:00+00
THI/2026/THI/002,THI/2026,THI/002,2,2026-09-04 00:00:00+00
THI/2026/THI/003,THI/2026,THI/003,3,2026-09-04 00:00:00+00
THI/2026/THI/004,THI/2026,THI/004,4,2026-09-04 00:00:00+00
THI/2026/THI/005,THI/2026,THI/005,5,2026-09-04 00:00:00+00
THI/2026/THI/006,THI/2026,THI/006,6,2026-09-04 00:00:00+00
THI/2026/THI/007,THI/2026,THI/007,7,2026-09-04 00:00:00+00
THI/2026/THI/008,THI/2026,THI/008,8,2026-09-04 00:00:00+00
THI/2026/THI/009,THI/2026,THI/009,9,2026-09-04 00:00:00+00
THI/2026/THI/010,THI/2026,THI/010,10,2026-09-04 00:00:00+00
THI/2026/THI/011,THI/2026,THI/011,11,2026-09-04 00:00:00+00
THI/2026/THI/012,THI/2026,THI/012,12,2026-09-04 00:00:00+00
THI/2026/THI/013,THI/2026,THI/013,13,2026-09-04 00:00:00+00
THI/2026/THI/014,THI/2026,THI/014,14,2026-09-04 00:00:00+00
THI/2026/THI/015,THI/2026,THI/015,15,2026-09-04 00:00:00+00
THI/2026/THI/016,THI/2026,THI/016,16,2026-09-04 00:00:00+00
THI/2026/THI/017,THI/2026,THI/017,17,2026-09-04 00:00:00+00
